alpha,beta,execution_time,error
-0.0006904402,0.11433591,56.11376190185547,9979.951122662642
0.0010421717,-0.24474832,56.11376190185547,9979.951122662642
-0.0023877684,-0.478765,56.11376190185547,9979.951122662642
0.000708526,-0.05652823,56.11376190185547,9979.951122662642
0.50403553,0.18400705,56.11376190185547,9979.951122662642
0.00072595576,-0.095049016,56.11376190185547,9979.951122662642
0.000851074,-0.12823649,56.11376190185547,9979.951122662642
0.002672035,-0.12939079,56.11376190185547,9979.951122662642
0.0012140626,-0.058791634,56.11376190185547,9979.951122662642
0.52616173,0.19117756,56.11376190185547,9979.951122662642
0.00031557653,0.0058915806,56.11376190185547,9979.951122662642
-0.003075962,-0.020469524,56.11376190185547,9979.951122662642
-0.00077278673,-0.5631596,56.11376190185547,9979.951122662642
0.0023273765,-0.058025587,56.11376190185547,9979.951122662642
0.5038628,0.336263,56.11376190185547,9979.951122662642
0.00080551644,-0.06898694,56.11376190185547,9979.951122662642
-0.0024412693,-0.07867616,56.11376190185547,9979.951122662642
0.00039532175,-0.123939015,56.11376190185547,9979.951122662642
0.0008518896,0.035066877,56.11376190185547,9979.951122662642
0.47963476,0.34197587,56.11376190185547,9979.951122662642
