alpha,beta,execution_time,error
-0.019051699,-0.18430719,165.2537124156952,19148.359536321746
0.019457709,0.23204815,165.2537124156952,19148.359536321746
-0.028476791,-0.08023042,165.2537124156952,19148.359536321746
-0.0025200734,-0.073877916,165.2537124156952,19148.359536321746
0.26113865,0.13810378,165.2537124156952,19148.359536321746
-0.011804615,0.029150477,165.2537124156952,19148.359536321746
0.13234219,0.06712797,165.2537124156952,19148.359536321746
0.18898037,0.013228424,165.2537124156952,19148.359536321746
-0.08974332,0.08995854,165.2537124156952,19148.359536321746
0.03557195,-0.033285804,165.2537124156952,19148.359536321746
-0.02466633,-0.059828494,165.2537124156952,19148.359536321746
0.014508074,0.29896653,165.2537124156952,19148.359536321746
-0.0066716983,-0.039533753,165.2537124156952,19148.359536321746
0.0013835572,-0.25815767,165.2537124156952,19148.359536321746
-0.013713393,-0.069446504,165.2537124156952,19148.359536321746
0.07432608,-0.08101008,165.2537124156952,19148.359536321746
-0.1848895,0.13352367,165.2537124156952,19148.359536321746
-0.11379614,-0.03704353,165.2537124156952,19148.359536321746
0.025935423,0.13907939,165.2537124156952,19148.359536321746
0.23183666,-0.060803175,165.2537124156952,19148.359536321746
0.002736569,0.019431386,165.2537124156952,19148.359536321746
-0.016165122,-0.30256778,165.2537124156952,19148.359536321746
-0.015826868,-0.20480958,165.2537124156952,19148.359536321746
0.020515539,-0.08397259,165.2537124156952,19148.359536321746
-0.0289006,0.1711652,165.2537124156952,19148.359536321746
0.029199399,-0.09369366,165.2537124156952,19148.359536321746
-0.02870898,-0.06537395,165.2537124156952,19148.359536321746
0.0074440953,-0.15532029,165.2537124156952,19148.359536321746
-0.03455751,-0.18405502,165.2537124156952,19148.359536321746
0.2723922,0.13084473,165.2537124156952,19148.359536321746
-0.02160477,-0.0888399,165.2537124156952,19148.359536321746
0.14521696,0.06751872,165.2537124156952,19148.359536321746
0.17850716,-0.048397455,165.2537124156952,19148.359536321746
-0.086274184,0.005569961,165.2537124156952,19148.359536321746
0.051066943,0.26067293,165.2537124156952,19148.359536321746
-0.04562878,0.027394371,165.2537124156952,19148.359536321746
0.03714085,0.042204008,165.2537124156952,19148.359536321746
-0.027310282,0.112933904,165.2537124156952,19148.359536321746
0.011784651,0.24496907,165.2537124156952,19148.359536321746
0.001004175,-0.11022015,165.2537124156952,19148.359536321746
-0.06477699,0.11732947,165.2537124156952,19148.359536321746
0.16905127,0.19854042,165.2537124156952,19148.359536321746
0.11878576,0.20386423,165.2537124156952,19148.359536321746
-0.021016708,-0.054557737,165.2537124156952,19148.359536321746
-0.22756802,-0.04436108,165.2537124156952,19148.359536321746
-0.013533265,-0.109354556,165.2537124156952,19148.359536321746
0.019055674,-0.2976198,165.2537124156952,19148.359536321746
0.0013365031,0.075752,165.2537124156952,19148.359536321746
-0.011517289,0.029441655,165.2537124156952,19148.359536321746
0.010336043,0.12746261,165.2537124156952,19148.359536321746
