alpha,beta,execution_time,error
-0.02370624,-0.33105212,47.42901396751404,1092.4818119060199
-0.020230956,-0.017417483,47.42901396751404,1092.4818119060199
-0.028651461,0.09809722,47.42901396751404,1092.4818119060199
-0.03895455,0.33172032,47.42901396751404,1092.4818119060199
-0.03156771,0.33380878,47.42901396751404,1092.4818119060199
-0.023451889,-0.05901597,47.42901396751404,1092.4818119060199
-0.013666888,0.015880236,47.42901396751404,1092.4818119060199
0.0069532944,-0.030894442,47.42901396751404,1092.4818119060199
0.026750684,0.04291545,47.42901396751404,1092.4818119060199
0.037422217,-0.2149428,47.42901396751404,1092.4818119060199
0.030245474,-0.19166578,47.42901396751404,1092.4818119060199
0.033251412,0.109182134,47.42901396751404,1092.4818119060199
0.040861126,0.14311275,47.42901396751404,1092.4818119060199
0.039554782,0.2662558,47.42901396751404,1092.4818119060199
0.042472884,-0.073311485,47.42901396751404,1092.4818119060199
0.044305176,-0.34661993,47.42901396751404,1092.4818119060199
0.042491473,-0.18858609,47.42901396751404,1092.4818119060199
0.033284206,-0.1095356,47.42901396751404,1092.4818119060199
0.030028101,0.22697254,47.42901396751404,1092.4818119060199
0.037627976,0.17190652,47.42901396751404,1092.4818119060199
0.03453763,-0.09671873,47.42901396751404,1092.4818119060199
0.012832039,-0.052677277,47.42901396751404,1092.4818119060199
-0.013893429,0.027148077,47.42901396751404,1092.4818119060199
-0.026907155,0.06224182,47.42901396751404,1092.4818119060199
-0.030490743,-0.25605392,47.42901396751404,1092.4818119060199
-0.03623546,-0.19899823,47.42901396751404,1092.4818119060199
-0.027692549,0.043024234,47.42901396751404,1092.4818119060199
-0.023288887,0.090760484,47.42901396751404,1092.4818119060199
-0.024187976,0.27534413,47.42901396751404,1092.4818119060199
-0.02336174,-0.06550951,47.42901396751404,1092.4818119060199
