,alpha,beta,execution_time,error
0,0.0007731604,0.091170795,19.680861473083496,0.6371536320784621
1,0.000469711,0.09974513,19.680861473083496,0.6371536320784621
2,0.0005601016,0.0671195,19.680861473083496,0.6371536320784621
3,0.0004068657,0.08161178,19.680861473083496,0.6371536320784621
4,0.00048021047,0.062034983,19.680861473083496,0.6371536320784621
5,0.00041307884,0.052623812,19.680861473083496,0.6371536320784621
6,0.00046282465,0.036574855,19.680861473083496,0.6371536320784621
7,0.00045621928,0.03179369,19.680861473083496,0.6371536320784621
8,0.00049979566,0.0066013043,19.680861473083496,0.6371536320784621
9,0.00056031987,-0.00051273295,19.680861473083496,0.6371536320784621
10,0.0006771869,-0.011810375,19.680861473083496,0.6371536320784621
11,0.0009481037,-0.086720556,19.680861473083496,0.6371536320784621
12,-0.0006162892,0.055966977,19.680861473083496,0.6371536320784621
13,-0.00035176298,0.06940557,19.680861473083496,0.6371536320784621
14,-0.00021184172,-0.00824897,19.680861473083496,0.6371536320784621
15,-0.00016574653,0.20014273,19.680861473083496,0.6371536320784621
16,-0.000104185405,0.029277844,19.680861473083496,0.6371536320784621
17,-9.492059e-05,0.17601176,19.680861473083496,0.6371536320784621
18,-3.4680583e-05,-0.21541172,19.680861473083496,0.6371536320784621
19,-3.9892144e-05,0.2573686,19.680861473083496,0.6371536320784621
20,1.755977e-05,-0.042919543,19.680861473083496,0.6371536320784621
21,7.225395e-05,0.002336512,19.680861473083496,0.6371536320784621
22,9.852421e-05,-0.1624544,19.680861473083496,0.6371536320784621
23,0.0003020972,-0.12607323,19.680861473083496,0.6371536320784621
24,0.00092316535,-0.04607585,19.680861473083496,0.6371536320784621
25,0.00033500663,0.28379208,19.680861473083496,0.6371536320784621
26,5.1864416e-05,-0.18395476,19.680861473083496,0.6371536320784621
27,0.00013021033,0.37630597,19.680861473083496,0.6371536320784621
28,-3.5981368e-05,-0.21157318,19.680861473083496,0.6371536320784621
29,1.8353792e-05,0.3648251,19.680861473083496,0.6371536320784621
30,-6.873563e-05,-0.28490844,19.680861473083496,0.6371536320784621
31,-7.956891e-05,-0.057993326,19.680861473083496,0.6371536320784621
32,-9.002023e-05,-0.111080475,19.680861473083496,0.6371536320784621
33,-0.0001985504,-0.26609078,19.680861473083496,0.6371536320784621
34,-0.0001745004,0.16087714,19.680861473083496,0.6371536320784621
35,-0.00040451105,-0.20545149,19.680861473083496,0.6371536320784621
36,-0.0005674029,-0.10124618,19.680861473083496,0.6371536320784621
37,0.00091185316,0.111699864,19.680861473083496,0.6371536320784621
38,0.0007172922,-0.0058110943,19.680861473083496,0.6371536320784621
39,0.00053664285,0.09860433,19.680861473083496,0.6371536320784621
40,0.00051838654,0.035365704,19.680861473083496,0.6371536320784621
41,0.00044491753,0.04140147,19.680861473083496,0.6371536320784621
42,0.00045291256,0.017026091,19.680861473083496,0.6371536320784621
43,0.00042557096,0.023576474,19.680861473083496,0.6371536320784621
44,0.0004611496,-0.01799539,19.680861473083496,0.6371536320784621
45,0.00042423874,0.015585539,19.680861473083496,0.6371536320784621
46,0.0005566178,-0.046597343,19.680861473083496,0.6371536320784621
47,0.00046838372,0.0055940812,19.680861473083496,0.6371536320784621
48,0.00077139406,-0.08007116,19.680861473083496,0.6371536320784621
49,0.0012971426,-0.0019103183,19.680861473083496,0.6371536320784621
